,Score,Text,negative
49460,5,one thousand sometim 1200 packet splenda 20 88 sam club review diagnos type 2 diabet four month ago opt treat caus symptom longer requir oral inject insulin diabet status upgrad manag diet low carb paleo realli substitut neutral tast veget tortilla rice grit oat meal oat fiber flour pasta cheaper make liquid splenda take bit work figur strength solut relat 0 5 oz bottl ez sweetz research short make strongest solut factor 300 time sweeter sugar product come standard 192 time sugar mani review state import read label ez sweetz size strength though often cheaper plan make enough bottl moment incred simpl conveni confirm review said one work coffe maker book bag car coupl bottl backup lose one,0
493762,4,sweet crunchi cereal advertis crunchi flake piec nut sweeten flake tast good enough make want good news bad news crunchi crunch gentl crunch worri fill would fall nutrit wise somewher middl howev make compromis great instead fill bowl crunchi nut mix crunchi nut le sugari cereal like special k cheerio total nutrit desir cereal play portion like also help reduc overal sweet sinc inde sweet,0
494993,5,coomb mapl syrup rock huge fan sinc discov visit vermont year back yummi continu yummi price awesom qualiti product,0
185999,4,honey five star enjoy lighter color honey light medium bodi tast near middl tend toward light excel consist good flow troubl crystal unfortun twist cap two four bottl came loo drip transit small amount noth return packag howev notic even tighten cap put pressur bottl squeez honey creat drip honey quit sticki hand anoth contain place would recommend use tri true lid plastic bottl pliabl make difficult get honey level reach quarter full think continu buy product like salvag honey bottl use instead combat drip pressur problem,0
288841,5,plocki chip made sever whole grain touch sweet littl lower fat sodium regular tortilla chip flavor perform tortilla chip ever eaten hold great salsa dip noth wimpi wish compani made bigger bag love usual found organ food section groceri seem difficult obtain shelf alway empti order case glad disappear fast,0
184085,4,kap great way save extra money extra coffe hand littl time consum clean k cup reus k kap definit worth k kap give extra cup coffe week without purchas box k cup plus put differ flavor coffe one differ treat everi day,0
128632,5,tri brand one alway come nice moist flavor mahatma definit far better brand rice select,0
395903,5,may pricey dang great one favorit holiday treat pretzel melt rolo pecan tough easi snack gf lifestyl great tast awesom bring back sort yummi treat back world,0
157981,5,cereal one favorit fantast add blueberri banana sooo yummi find groceri store buy bulk end pretti le expens recommend sure,0
551216,5,noth fanci simpl flavor full bodi black tea like brew bunn matic brew enough almost gallon 3 minut never use coffe maker coffe tea like coffe flavor tea like use loo tea ice tea take 4 tablespoon scoop canist would need 14 tea bag equival brew strength time consum hard find loo tea supermarket carri usual 1 2 pound box lipton around 5 expens small otherwis boutiqu tea blend expens frou frou good old fashion ice tea enter amazon com 25 get six 8 8 ounc box half pound delici pg tip loo tea ship door often like subscript get case everi 2 month 12 month hassl free drink gallon per day keep come satisfi,0
533983,4,yet find dog know love still allerg dog eat hungri eat without doctor vet want feed peopl food add newman happi hip talk coupl vet prescript diet push big compani brand name common object appear soy use newman increas protein count put littl flavor feed may dog high qualiti social respons food may person made follow mistak assum catch amazon sale make sure order bag size want thought get good price one order food came seven instead twelv pound bag,0
333184,2,disappoint think coffe live descript buy,1
145580,4,tast person enjoy jasmin green tea found tast subtl brand tri still pleasant like stronger tea might jasmin wonder aroma overpow,0
174258,5,love like raisinett love better chocol good right sweet waxi tast like fake cheap good prune bit sound gross say dri plum sweet chewi without tough cut right size make scrumptious one favorit snack usual kind goe unhealthi stuff nice know load antioxid fiber realli care tast good,0
475677,1,littl cooki spici like spici thing love one peopl,1
517846,5,alway enjoy product routin order amazon thank stockingit hard find,0
169650,4,love size use one per day rather cover refriger next day great food suppos go cat room temperatur unfortun believ check consid chang smaller found expens amount cat eat per day larger reason give product 5 remedi either newman amazon prime member sinc subscrib save use prime doubl order 24 prime month regular ship time v 2 day prime make longer month keep cat feed month understand subscrib save honor prime membership custom choos subscrib save give amazon long term consist busi guess newman pack 40 48 would work better subscrib save,0
160910,4,smoke herring packag box good arenot pack ton oil much healthier u want maintaina reason weight flavor excel tinni undertast use bybroil briefli small pat good light margarin e thebrit call kipper eat breakfast slice wholegrain bread ortoast seem sold trader joe tj brand unfortun trader joe extrem unreli term stock store think fish breakfast smoke herring excellenta canap snack serv cracker high recommend good way toget healthi fish oil best bargain amazon smoke herring,0
52113,5,slow cooker italian spare rib among favorit meal parma rosa sauc form base knorr mix save great deal time,0
100668,5,organ chocol dark delici without trace bitter ad dimens dri cherri terrif ad bonus know support busi best make planet better place environment social fair trade certif thank green black,0
103052,2,open alot tea sack broken tea empti spill everywher steep insid cup notic sort tea leav come even took pictur post custom pic sip drink tea leav crumb got insid mouth havent notic effect tea though use day mayb take awhil howev abl keep sack close would help alot,1
201333,1,usual buy sweet hot jerki strip walmart love tast decid tri 2oz stick amazon disappoint 3 reason 1 came expir date 48 day away bought coupl groceri item amazon seem common pattern also read review complain expir issu amazon groceri product love shop amazon reason alon may stop buy perish 2 stick near soft textur strip mayb almost reach expir date 3 flavor exact strip tast le regular beef jerki bit hot jerki much sweet age factor tri mani brand flavor jack link sweet hot far favorit get strip get local grocer,1
98873,1,item like item pictur state ad food item outdat stale includ item like halloween pocki stale yogurt cake receiv much better item japan overal disappoint,1
229972,5,sugar coat almond even need review like almond sugar like,0
201114,2,everi brand deserv one loser van houtt worst flavor opinion,1
567475,5,good fish overpow lend nice light flavor bit expens good treat gift,0
519969,4,bad similar stone ground multigrain chip smaller size fool still sold weight like snack smaller size hot dip salsa hold salti sure fair low sodium content chip even earthi touch salt perhap best way describ ingredi make simpl noth crazi 8 syllabl like eat cardboard styrofoam good stuff ever made corn chip rough meal scratch similar textur qualiti last arriv nice packag amazon bag crumb intact chip someth alway plus product like,0
404129,5,amaz intens craveabl ador give tri use subscrib save save money treat mouth great chip way sent whenev want never pay ship still enjoy 15 discount ultim conveni scrumptious,0
90630,5,one favorit like coffe tast like coffe without flavor aftertast happi choic bold coffe,0
264612,2,tast thai yellow curri rice spicier like therefor much prefer thai kitchen yellow curri rice thai kitchen box purchas bulk also cost le use rice mix creat love casserol curri rice cook mix one tuna pea could add mild flavor veggi dish depend like could crisp top casserol oven could serv right pan overal buy item purchas thai kitchen version,1
